post_id,human_is_exercise,human_time,human_calories,duration_estimation,calorie_estimation,openai_is_exercise,openai_exercise_time,openai_exercise_calories,aoai_is_exercise,aoai_exercise_time,aoai_exercise_calories,bedrock_is_exercise,bedrock_exercise_time,bedrock_exercise_calories
1402087547076930,TRUE,2,7,,,TRUE,120,50,TRUE,120,100,TRUE,30,100
1402205953731756,TRUE,,414,TRUE,,TRUE,90,414,TRUE,60,414,TRUE,120,514
1402588750360143,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,350,TRUE,42,450
1402734053678946,TRUE,,92,TRUE,,TRUE,30,92,TRUE,30,92,TRUE,30,92
1402743463678005,TRUE,56,369,,,TRUE,56,369,TRUE,56,369,TRUE,56,369
1402748727010812,TRUE,120,,,TRUE,TRUE,120,600,TRUE,120,600,TRUE,120,600
1402759040343114,TRUE,212,1148,,,TRUE,212,2458,TRUE,212,2458,TRUE,212,1148
1403126680306350,TRUE,,,TRUE,TRUE,TRUE,90,800,TRUE,90,800,TRUE,90,650
1403224040296614,TRUE,110,619,,,TRUE,110,619,TRUE,110,619,TRUE,110,1834
1403339256951759,TRUE,,152,TRUE,,TRUE,30,152,TRUE,30,152,TRUE,45,152
1403358136949871,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,60,400,TRUE,60,450
1403816866903998,TRUE,108,577,,,TRUE,108,577,TRUE,108,577,TRUE,108,577
1403875156898169,TRUE,150,,,TRUE,TRUE,150,850,TRUE,150,900,TRUE,150,750
1403876150231403,TRUE,,313,TRUE,,TRUE,30,350,TRUE,30,500,TRUE,90,313
1403912550227763,TRUE,,,TRUE,TRUE,TRUE,20,150,TRUE,30,200,TRUE,45,250
1403923856893299,TRUE,120,,,TRUE,TRUE,120,600,TRUE,120,600,TRUE,120,600
1404259513526400,TRUE,79,425,,,TRUE,79,1369,TRUE,79,1369,TRUE,79,425
1404309826854702,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,350,TRUE,42,420
1404833106802374,TRUE,106,611,,,TRUE,106,1419,TRUE,106,1419,TRUE,106,1419
1404855076800177,TRUE,,,TRUE,TRUE,TRUE,90,600,TRUE,90,800,TRUE,90,666
1404900293462322,FALSE,,,,,TRUE,60,500,TRUE,60,400,TRUE,60,400
1405027920116226,TRUE,,210,TRUE,,TRUE,60,210,TRUE,50,210,TRUE,60,210
1405606506725034,TRUE,,724,TRUE,,TRUE,59,489,TRUE,59,489,TRUE,59,489
1405877770031241,TRUE,,587,TRUE,,TRUE,60,587,TRUE,30,587,TRUE,140,587
1406173690001649,TRUE,157,881,,,TRUE,157,881,TRUE,157,2228,TRUE,157,881
1406213773330974,TRUE,,679,TRUE,,TRUE,68,492,TRUE,68,492,TRUE,108,679
1406479769971041,TRUE,,713,TRUE,,TRUE,90,713,TRUE,150,713,TRUE,171,713
1406579476627737,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,300,TRUE,42,450
1406986769920341,TRUE,,,TRUE,TRUE,FALSE,30,150,FALSE,30,150,TRUE,90,250
1407099459909072,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,60,500,TRUE,90,450
1407108869908131,TRUE,,,TRUE,TRUE,TRUE,75,600,TRUE,90,800,TRUE,90,650
1407304229888595,TRUE,,417,TRUE,,TRUE,60,417,TRUE,90,417,TRUE,120,417
1407732553179096,TRUE,180,,,TRUE,TRUE,180,900,TRUE,180,900,TRUE,180,600
1407892139829804,TRUE,110,,,TRUE,TRUE,110,450,TRUE,110,440,TRUE,110,324
1408231316462553,TRUE,84,,,TRUE,TRUE,84,600,TRUE,84,720,TRUE,84,520
1408477986437886,TRUE,102,516,,,TRUE,102,1966,TRUE,102,516,TRUE,102,1966
1408563283096023,TRUE,120,,,TRUE,TRUE,120,600,TRUE,120,600,TRUE,120,600
1408808193071532,TRUE,42,,,TRUE,TRUE,42,600,TRUE,42,600,TRUE,42,420
1409024236383261,TRUE,,471,TRUE,,TRUE,90,471,TRUE,60,471,TRUE,116,471
1409035383048813,TRUE,140,572,,,TRUE,140,1903,TRUE,140,1903,TRUE,140,572
1409078616377823,TRUE,,,TRUE,TRUE,TRUE,50,400,TRUE,120,500,TRUE,150,400
1409143716371313,TRUE,120,,,TRUE,TRUE,120,800,TRUE,120,600,TRUE,130,650
1409433403009011,TRUE,37,158,,,TRUE,37,158,TRUE,37,158,TRUE,37,158
1409557446329940,TRUE,83,614,,,TRUE,83,614,TRUE,83,614,TRUE,83,614
1409783716307313,TRUE,,,TRUE,TRUE,TRUE,30,200,TRUE,30,200,TRUE,30,150
1409925699626448,TRUE,87,427,,,TRUE,87,1901,TRUE,87,1901,TRUE,87,1901
1410102489608769,TRUE,156,882,,,TRUE,156,2168,TRUE,156,2168,TRUE,156,2168
1410149306270754,TRUE,90,624,,,TRUE,90,624,TRUE,90,624,TRUE,90,624
1410191299599888,TRUE,177,663,,,TRUE,177,2024,TRUE,90,663,TRUE,177,663
1410488162903535,TRUE,67,462,,,TRUE,67,462,TRUE,67,462,TRUE,67,462
1410513312901020,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,300,TRUE,42,450
1410711966214488,TRUE,107,723,,,TRUE,57,406,TRUE,57,406,TRUE,57,406
1411004422851909,TRUE,70,340,,,TRUE,70,1834,TRUE,70,1834,TRUE,70,340
1411091376176547,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,480,TRUE,42,450
1411209899498028,TRUE,120,,,TRUE,TRUE,120,800,TRUE,120,700,TRUE,120,600
1411222459496772,TRUE,90,419,,,TRUE,90,1780,TRUE,90,1780,TRUE,90,1780
1411276116158073,TRUE,59,398,,,TRUE,59,398,TRUE,59,398,TRUE,59,398
1411320729486945,TRUE,45,246,,,TRUE,45,1767,TRUE,45,1767,TRUE,45,246
1411326289486389,TRUE,,,TRUE,TRUE,TRUE,60,600,TRUE,60,400,TRUE,60,450
1411855386100146,TRUE,,628,TRUE,,TRUE,71,628,TRUE,71,628,TRUE,101,628
1411881539430864,TRUE,121,530,,,TRUE,121,530,TRUE,121,1965,TRUE,121,530
1411901382762213,TRUE,81,570,,,TRUE,81,570,TRUE,81,570,TRUE,81,570
1412245636061121,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,350,TRUE,42,450
1412359262716425,TRUE,117,598,,,TRUE,117,1911,TRUE,117,1911,TRUE,117,598
1412415436044141,TRUE,62,476,,,TRUE,62,476,TRUE,62,476,TRUE,62,476
1412453962706955,TRUE,44,149,,,TRUE,44,1651,TRUE,44,1651,TRUE,44,149
1412483672703984,TRUE,150,,,TRUE,TRUE,150,900,TRUE,150,900,TRUE,150,750
1412648342687517,TRUE,,,TRUE,TRUE,TRUE,70,607,TRUE,120,607,TRUE,116,607
1412906842661667,TRUE,42,,,TRUE,TRUE,42,450,TRUE,42,600,TRUE,42,580
1413014762650875,TRUE,80,591,,,TRUE,80,591,TRUE,80,591,TRUE,80,591
1413018459317172,TRUE,212,1210,,,TRUE,60,1210,TRUE,60,2515,TRUE,212,1210
1413270399291978,TRUE,127,445,,,TRUE,127,1877,TRUE,127,1877,TRUE,127,1877
1413604872591864,TRUE,,207,TRUE,,TRUE,30,207,TRUE,30,207,TRUE,45,207
1414110552541296,TRUE,111,430,,,TRUE,111,430,TRUE,111,430,TRUE,111,430
1414127982539553,TRUE,71,791,,,TRUE,28,414,TRUE,28,414,TRUE,71,791
1414272465858438,TRUE,90,618,,,TRUE,90,618,TRUE,90,618,TRUE,90,618
1414657982486553,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,380,TRUE,42,450
1414818185803866,TRUE,134,702,,,TRUE,134,2210,TRUE,134,2210,TRUE,134,2210
1414822652470086,TRUE,97,673,,,TRUE,97,673,TRUE,97,673,TRUE,97,673
1414827332469618,TRUE,82,577,,,TRUE,82,577,TRUE,82,577,TRUE,83,577
1414915515794133,TRUE,,238,TRUE,,TRUE,60,238,TRUE,60,238,TRUE,65,238
1415218549097163,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,350,TRUE,42,320
1415398019079216,TRUE,42,348,,,TRUE,42,348,TRUE,42,348,TRUE,42,348
1415404392411912,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,60,400,TRUE,90,600
1415404559078562,TRUE,48,358,,,TRUE,48,358,TRUE,48,358,TRUE,48,358
1415453802406971,TRUE,,622,TRUE,,TRUE,56,622,TRUE,56,622,TRUE,120,622
1415691935716491,TRUE,,,TRUE,TRUE,TRUE,30,150,TRUE,30,150,TRUE,30,150
1415823622369989,TRUE,42,,,TRUE,TRUE,42,400,TRUE,42,300,TRUE,42,450
1416021939016824,TRUE,115,821,,,TRUE,115,821,TRUE,115,821,TRUE,115,821
1416045619014456,TRUE,49,524,,,TRUE,49,524,TRUE,49,524,TRUE,50,524
1416634612288890,TRUE,88,595,,,TRUE,88,595,TRUE,88,595,TRUE,87,595
1416650775620607,TRUE,99,569,,,TRUE,99,569,TRUE,99,569,TRUE,99,569
1417028012249550,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,400,TRUE,42,450
1417180785567606,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,60,300,FALSE,0,0
1417214502230901,TRUE,99,569,,,TRUE,30,569,TRUE,30,569,TRUE,99,569
1417245968894421,TRUE,95,595,,,TRUE,95,595,TRUE,95,595,TRUE,95,595
1417791305506554,TRUE,142,801,,,TRUE,142,801,TRUE,142,2188,TRUE,142,2188
1417806762171675,TRUE,,,TRUE,TRUE,TRUE,30,200,TRUE,20,200,TRUE,48,145
1418353692116982,TRUE,149,862,,,TRUE,149,862,TRUE,149,862,TRUE,790,2170
1418386545447030,TRUE,59,618,,,TRUE,59,618,TRUE,59,618,TRUE,59,618
1418392545446430,FALSE,,,,,FALSE,0,0,FALSE,0,0,TRUE,30,150
1418662635419421,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,80,400,TRUE,86,259
1418870082065343,TRUE,42,,,TRUE,TRUE,42,420,TRUE,42,350,TRUE,42,450
1418963068722711,TRUE,120,,,TRUE,TRUE,120,600,TRUE,120,800,TRUE,120,600
1418973208721697,TRUE,81,343,,,TRUE,81,343,TRUE,81,343,TRUE,81,343
1419003808718637,TRUE,57,601,,,TRUE,57,601,TRUE,57,601,TRUE,57,601
1419049462047405,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,60,500,TRUE,120,650
1419394738679544,TRUE,42,,,TRUE,TRUE,42,600,TRUE,42,600,TRUE,42,520
1419580588660959,TRUE,62,629,,,TRUE,62,629,TRUE,62,629,TRUE,62,629
1419613881990963,TRUE,,,TRUE,TRUE,TRUE,30,150,TRUE,30,150,TRUE,60,300
1419656575320027,TRUE,120,541,,,TRUE,120,541,TRUE,120,541,TRUE,120,1979
1419737715311913,TRUE,133,815,,,TRUE,133,2367,TRUE,133,2367,TRUE,133,815
1420001378618880,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,300,TRUE,42,450
1420057348613283,TRUE,87,415,,,TRUE,87,415,TRUE,87,415,TRUE,87,415
1420217115263973,TRUE,88,703,,,TRUE,88,703,TRUE,88,703,TRUE,88,703
1420264465259238,TRUE,88,421,,,TRUE,88,2027,TRUE,88,2027,TRUE,88,421
1420709105214774,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,350,TRUE,42,380
1420797071872644,TRUE,94,778,,,TRUE,94,778,TRUE,94,778,TRUE,94,778
1420801835205501,TRUE,,,TRUE,TRUE,TRUE,60,300,TRUE,30,250,TRUE,60,450
1420815095204175,FALSE,,,,,FALSE,0,0,FALSE,0,0,FALSE,0,0
1420822798536738,FALSE,,,,,TRUE,30,150,TRUE,30,150,TRUE,180,600
1420830878535930,TRUE,0,0,,,TRUE,30,200,TRUE,30,200,TRUE,0,0
1420856975199987,FALSE,,,,,TRUE,30,200,TRUE,30,200,TRUE,0,0
1420886735197011,TRUE,,0,TRUE,,FALSE,0,0,FALSE,0,0,FALSE,0,0
1420913201861031,TRUE,104,524,,,TRUE,104,2111,TRUE,104,2111,TRUE,104,524
1421090011843350,FALSE,,,,,TRUE,30,200,TRUE,30,200,TRUE,30,150
1421180331834318,TRUE,,,TRUE,TRUE,TRUE,60,300,TRUE,90,600,TRUE,90,450
1421259491826402,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,400,TRUE,42,450
1421448511807500,TRUE,,472,,,TRUE,60,472,TRUE,60,472,TRUE,120,472
1421452948473723,TRUE,210,1158,,,TRUE,210,1158,TRUE,210,1158,TRUE,183,1158
1421496341802717,TRUE,142,715,,,TRUE,142,2183,TRUE,142,2183,TRUE,142,2183
1421752025110482,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,60,300,TRUE,90,450
1422094808409537,TRUE,,520,TRUE,,TRUE,60,520,TRUE,60,520,TRUE,120,520
1422106391741712,TRUE,100,767,,,TRUE,100,767,TRUE,100,767,TRUE,100,767
1422183935067291,TRUE,68,317,,,TRUE,68,1946,TRUE,68,1946,TRUE,68,317
1422253991726952,TRUE,,,TRUE,TRUE,TRUE,60,300,TRUE,60,400,TRUE,90,450
1422579045027780,TRUE,119,826,,,TRUE,90,826,TRUE,90,826,TRUE,119,826
1422712091681142,TRUE,,,TRUE,TRUE,TRUE,30,200,TRUE,30,200,TRUE,30,250
1422718648347153,TRUE,,,TRUE,TRUE,TRUE,120,400,TRUE,30,150,TRUE,90,315
1422753611676990,TRUE,138,588,,,TRUE,138,588,TRUE,138,588,TRUE,139,588
1422786265007058,FALSE,,,,,TRUE,30,200,TRUE,30,200,FALSE,0,0
1422870551665296,TRUE,137,719,,,TRUE,137,2266,TRUE,137,2266,TRUE,137,2266
1423076914977993,TRUE,,,TRUE,TRUE,TRUE,30,150,TRUE,30,150,TRUE,45,150
1423186454967039,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,300,TRUE,42,380
1423433291609022,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,60,400,TRUE,95,283
1423438678275150,TRUE,107,562,,,TRUE,107,562,TRUE,107,562,TRUE,107,562
1423443798274638,TRUE,83,695,,,TRUE,83,695,TRUE,83,695,TRUE,83,695
1423455911606760,TRUE,,,TRUE,TRUE,FALSE,0,0,FALSE,0,0,TRUE,100,350
1423469148272103,TRUE,180,,,TRUE,TRUE,180,900,TRUE,180,900,TRUE,180,720
1423474594938225,TRUE,84,345,,,TRUE,180,1948,TRUE,180,1948,TRUE,264,1948
1423956038223414,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,300,TRUE,42,320
1424046644881020,TRUE,184,991,,,TRUE,184,2275,TRUE,184,2275,TRUE,184,991
1424099674875717,TRUE,90,682,,,TRUE,90,682,TRUE,90,682,TRUE,87,682
1424107918208226,TRUE,,,TRUE,TRUE,TRUE,120,800,TRUE,120,800,TRUE,120,850
1424124564873228,TRUE,103,895,,,TRUE,103,895,TRUE,103,895,TRUE,103,895
1424127624872922,TRUE,,,TRUE,TRUE,TRUE,30,150,TRUE,30,150,TRUE,30,208
1424189338200084,TRUE,51,186,,,TRUE,51,186,TRUE,51,186,TRUE,51,186
1424492708169747,TRUE,42,,,TRUE,TRUE,42,600,TRUE,42,400,TRUE,42,520
1424623538156664,TRUE,129,545,,,TRUE,90,1794,TRUE,90,1794,TRUE,129,545
1424632438155774,TRUE,,,TRUE,TRUE,FALSE,0,0,FALSE,0,0,TRUE,123,2171
1424654458153572,TRUE,76,606,,,TRUE,76,606,TRUE,76,606,TRUE,76,606
1424778468141171,TRUE,,352,TRUE,,TRUE,60,352,TRUE,60,352,TRUE,95,352
1425097828109235,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,300,TRUE,42,380
1425098768109141,TRUE,150,,,TRUE,TRUE,150,900,TRUE,150,900,TRUE,150,750
1425134374772247,TRUE,142,791,,,TRUE,142,791,TRUE,142,791,TRUE,142,791
1425272988091719,TRUE,,,TRUE,TRUE,TRUE,30,150,TRUE,30,150,TRUE,150,452
1425381034747581,TRUE,125,708,,,TRUE,125,2270,TRUE,125,2270,TRUE,125,2270
1425699078049110,TRUE,82,397,,,TRUE,82,397,TRUE,82,397,TRUE,82,397
1425810908037927,TRUE,61,499,,,TRUE,61,499,TRUE,61,499,TRUE,61,499
1425839401368411,TRUE,,,TRUE,TRUE,TRUE,60,300,TRUE,60,300,TRUE,77,232
1425846548034363,TRUE,,,TRUE,TRUE,TRUE,80,400,TRUE,90,400,TRUE,120,450
1425859764699708,TRUE,114,526,,,TRUE,114,526,TRUE,114,2032,TRUE,526,2032
1425871781365173,TRUE,105,535,,,TRUE,105,2049,TRUE,105,2049,TRUE,105,535
1426467944638890,TRUE,,264,TRUE,,TRUE,120,264,TRUE,60,264,TRUE,90,264
1426474254638259,TRUE,,,TRUE,TRUE,TRUE,60,300,TRUE,60,300,TRUE,120,450
1426519374633747,TRUE,,,TRUE,TRUE,TRUE,60,300,TRUE,60,300,FALSE,0,0
1426583781293973,TRUE,117,627,,,TRUE,117,2199,TRUE,117,2199,TRUE,117,2199
1426899177929100,TRUE,121,750,,,TRUE,121,750,TRUE,121,750,TRUE,121,1568
1427002387918779,TRUE,,,TRUE,TRUE,TRUE,60,300,TRUE,60,350,TRUE,77,230
1427062041246147,TRUE,57,497,,,TRUE,57,497,TRUE,57,497,TRUE,57,497
1427095054576179,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,60,300,TRUE,88,307
1427167447902273,TRUE,172,967,,,TRUE,172,2467,TRUE,172,2467,TRUE,172,967
1427570211195330,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,300,TRUE,42,450
1427699721182379,TRUE,109,546,,,TRUE,109,1835,TRUE,109,1835,TRUE,109,546
1427749941177357,TRUE,,,TRUE,TRUE,TRUE,80,666,TRUE,90,666,TRUE,123,2171
1427753001177051,TRUE,,,TRUE,TRUE,TRUE,70,300,TRUE,60,300,TRUE,81,243
1427767417842276,TRUE,58,494,,,TRUE,58,494,TRUE,58,494,TRUE,58,494
1427826777836340,TRUE,117,528,,,TRUE,117,2100,TRUE,117,2100,TRUE,117,528
1428171111135240,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,400,TRUE,42,450
1428315347787483,TRUE,151,691,,,TRUE,151,1984,TRUE,151,1984,TRUE,151,1984
1428349714450713,TRUE,75,485,,,TRUE,75,321,TRUE,75,321,TRUE,75,321
1428373687781649,TRUE,62,495,,,TRUE,62,495,TRUE,62,495,TRUE,62,495
1428398004445884,TRUE,,,TRUE,TRUE,TRUE,30,250,TRUE,30,250,TRUE,60,300
1428406257778392,TRUE,,,TRUE,TRUE,TRUE,60,400,FALSE,0,0,TRUE,85,306
1428437377775280,TRUE,106,539,,,TRUE,106,2124,TRUE,106,2124,TRUE,106,2124
1428443654441319,TRUE,,,TRUE,TRUE,FALSE,0,0,TRUE,90,666,TRUE,123,2171
1428790901073261,FALSE,,,,,FALSE,0,0,FALSE,0,0,FALSE,0,0
1428930224392662,TRUE,114,563,,,TRUE,114,1953,TRUE,114,1953,TRUE,114,1953
1428942644391420,TRUE,59,493,,,TRUE,59,493,TRUE,59,493,TRUE,59,493
1428985554387129,TRUE,89,451,,,TRUE,89,309,TRUE,89,309,TRUE,35,309
1429002247718793,TRUE,,,TRUE,TRUE,TRUE,30,150,TRUE,60,500,TRUE,137,412
1429004251051926,TRUE,,,TRUE,TRUE,TRUE,60,300,TRUE,60,300,TRUE,99,297
1429084624377222,TRUE,141,821,,,TRUE,141,2365,TRUE,141,2365,TRUE,141,821
1429346434351041,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,300,TRUE,42,320
1429520227666995,TRUE,120,,,TRUE,TRUE,120,600,TRUE,120,800,TRUE,120,600
1429523574333327,TRUE,64,509,,,TRUE,64,509,TRUE,64,509,TRUE,64,509
1429569024328782,TRUE,,932,TRUE,,TRUE,120,932,TRUE,90,932,TRUE,120,932
1429604987658519,TRUE,,,TRUE,TRUE,TRUE,30,200,TRUE,30,200,TRUE,123,2171
1429638267655191,TRUE,91,556,,,TRUE,91,2158,TRUE,91,2158,TRUE,91,556
1429942820958069,TRUE,42,,,TRUE,TRUE,42,500,TRUE,42,600,TRUE,42,450
1430081210944230,TRUE,239,1285,,,TRUE,239,1285,TRUE,239,2433,TRUE,239,2433
1430180157601002,TRUE,,,TRUE,TRUE,TRUE,123,2171,TRUE,123,2171,TRUE,123,2171
1430189027600115,TRUE,,,TRUE,TRUE,FALSE,0,0,FALSE,0,0,TRUE,148,444
1430283084257376,TRUE,56,361,,,TRUE,56,2005,TRUE,56,2005,TRUE,56,2005
1430484727570545,TRUE,218,1039,,,TRUE,30,150,TRUE,30,150,TRUE,218,1039
1430733340879017,TRUE,63,490,,,TRUE,63,490,TRUE,64,490,TRUE,64,490
1430782454207439,TRUE,120,628,,,TRUE,120,2138,TRUE,120,628,TRUE,120,628
1431307087488309,TRUE,61,501,,,TRUE,61,501,TRUE,61,501,TRUE,62,501
1431375054148179,TRUE,,,TRUE,TRUE,TRUE,60,400,TRUE,60,600,TRUE,135,405
1431376610814690,TRUE,,,TRUE,TRUE,TRUE,90,666,TRUE,60,271,TRUE,123,666
1431409157478102,TRUE,108,467,,,TRUE,108,2049,TRUE,108,2049,TRUE,108,2049
1431559240796427,TRUE,161,709,,,TRUE,161,709,TRUE,161,2229,TRUE,161,2229
1431656867453331,TRUE,,,TRUE,TRUE,TRUE,60,300,TRUE,60,300,TRUE,70,210
1431760250776326,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,350,TRUE,42,350
1431925024093182,TRUE,61,517,,,TRUE,61,517,TRUE,62,517,TRUE,61,517
1431935424092142,TRUE,,,TRUE,TRUE,TRUE,123,2171,TRUE,123,2171,TRUE,123,666
1431950264090658,FALSE,,,,,TRUE,60,500,TRUE,60,400,TRUE,60,300
1432024820749869,TRUE,180,,,TRUE,TRUE,180,2154,TRUE,180,2154,TRUE,180,2154
1432296820722669,TRUE,,433,TRUE,,TRUE,60,433,TRUE,60,433,TRUE,108,433
1432352370717114,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,350,TRUE,42,320
1432596430692708,TRUE,,,TRUE,TRUE,TRUE,123,2171,TRUE,90,666,TRUE,123,666
1432644557354562,TRUE,116,637,,,TRUE,116,1973,TRUE,116,1973,TRUE,116,637
1432934577325560,TRUE,42,,,TRUE,TRUE,42,450,TRUE,42,500,TRUE,42,450
1432962620656089,TRUE,79,546,,,TRUE,79,546,TRUE,79,546,TRUE,35,327
1433087427310275,TRUE,,240,TRUE,,TRUE,60,240,TRUE,60,240,TRUE,70,240
1433195477299470,TRUE,,,TRUE,TRUE,TRUE,123,2171,TRUE,123,2171,TRUE,123,2171
1433195857299432,TRUE,102,691,,,TRUE,102,2280,TRUE,102,2280,TRUE,102,691
1433521260600225,TRUE,42,,,TRUE,TRUE,42,250,TRUE,42,250,TRUE,42,320
1433724517246566,TRUE,59,516,,,TRUE,58,516,TRUE,59,516,TRUE,59,516
1433752800577071,TRUE,106,427,,,TRUE,106,1958,TRUE,106,1958,TRUE,106,1958
1433766363909048,FALSE,,,,,FALSE,0,0,FALSE,0,0,TRUE,60,450
1433793590572992,TRUE,,,TRUE,TRUE,TRUE,123,2171,TRUE,123,666,TRUE,123,2171
1434142063871478,TRUE,42,,,TRUE,TRUE,42,350,TRUE,42,350,TRUE,42,450
1434245837194434,TRUE,,,TRUE,TRUE,TRUE,60,240,TRUE,50,300,TRUE,60,180
1434354453850239,TRUE,59,491,,,TRUE,59,491,TRUE,59,491,TRUE,59,491
1434373027181715,TRUE,106,439,,,TRUE,106,1969,TRUE,106,1969,TRUE,106,1969
1434375530514798,TRUE,,,TRUE,TRUE,FALSE,0,0,TRUE,123,2171,TRUE,123,666
1434955090456842,TRUE,33,258,,,TRUE,33,258,TRUE,33,258,TRUE,33,258
1434961933789491,TRUE,83,468,,,TRUE,83,468,TRUE,83,468,TRUE,83,468
1434979027121115,TRUE,,,TRUE,TRUE,TRUE,180,2100,TRUE,180,2400,TRUE,180,1890
1434989417120076,TRUE,56,511,,,TRUE,56,511,TRUE,56,511,TRUE,56,511
1435022273783457,TRUE,,,TRUE,TRUE,TRUE,93,680,TRUE,93,680,TRUE,93,680
1435036297115388,TRUE,114,459,,,TRUE,114,2033,TRUE,114,2033,TRUE,114,2033
1435059273779757,TRUE,,,TRUE,TRUE,TRUE,123,2171,TRUE,90,666,TRUE,123,2171
1435116503774034,TRUE,,,TRUE,TRUE,TRUE,30,150,TRUE,30,150,TRUE,90,290
1435598583725826,TRUE,128,620,,,TRUE,128,1994,TRUE,128,620,TRUE,128,1994
1435639950388356,TRUE,,,TRUE,TRUE,TRUE,123,2171,TRUE,70,371,TRUE,123,2171
1435659753719709,TRUE,156,621,,,TRUE,156,2072,TRUE,156,2072,TRUE,156,2072
1436233243662360,TRUE,123,640,,,TRUE,123,1973,TRUE,123,640,TRUE,123,640
1436237393661945,TRUE,63,698,,,TRUE,63,698,TRUE,63,698,TRUE,63,698
1436261200326231,FALSE,,,,,FALSE,0,0,FALSE,0,0,FALSE,0,0
1436343113651373,TRUE,125,480,,,TRUE,125,2042,TRUE,125,2042,TRUE,125,480
1436568736962144,TRUE,40,,,TRUE,TRUE,40,400,TRUE,40,400,TRUE,41,538
1437043083581376,TRUE,115,555,,,TRUE,115,2129,TRUE,115,2129,TRUE,115,555
1437537356865282,TRUE,219,1922,,,TRUE,219,1922,TRUE,219,1922,TRUE,219,1922
1437569660195385,TRUE,,,TRUE,TRUE,TRUE,40,350,TRUE,60,400,TRUE,85,338
1437602576858760,TRUE,85,416,,,TRUE,85,1768,FALSE,0,0,TRUE,85,416
1437701010182250,TRUE,,307,TRUE,,TRUE,30,100,TRUE,30,100,TRUE,30,307
1437747496844268,TRUE,132,687,,,TRUE,132,2241,TRUE,132,2241,TRUE,132,687
1437997666819251,TRUE,,,TRUE,TRUE,TRUE,150,850,TRUE,150,850,TRUE,200,525
1438117706807247,TRUE,42,,,TRUE,TRUE,42,400,TRUE,42,500,TRUE,42,450
1438292303456454,TRUE,120,,,TRUE,TRUE,120,600,TRUE,120,600,TRUE,120,600
1438355316783486,TRUE,61,479,,,TRUE,61,479,TRUE,61,479,TRUE,62,656
1438365473449137,TRUE,105,550,,,TRUE,104,550,TRUE,104,550,TRUE,104,550
1438382270114124,TRUE,211,1193,,,TRUE,211,2619,TRUE,211,2619,TRUE,211,1193
1438393676779650,TRUE,,553,TRUE,,TRUE,60,553,TRUE,100,553,TRUE,120,553
1438636736755344,TRUE,,,TRUE,TRUE,TRUE,120,600,TRUE,60,300,TRUE,120,367
1438771133408571,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,300,TRUE,42,350
1438958256723192,TRUE,104,871,,,TRUE,104,871,TRUE,104,871,TRUE,104,871
1439067880045563,TRUE,46,204,,,TRUE,46,1860,TRUE,46,1860,TRUE,46,204
1439658629986488,TRUE,130,590,,,FALSE,0,0,FALSE,0,0,FALSE,130,590
1439660799986271,TRUE,81,706,,,TRUE,81,706,TRUE,81,706,TRUE,81,706
1440016359950715,TRUE,98,990,,,TRUE,98,990,TRUE,98,990,TRUE,98,990
1440300983255586,TRUE,180,1325,,,TRUE,180,1325,TRUE,180,1325,TRUE,180,1325
1440362919916059,TRUE,76,316,,,TRUE,76,1787,FALSE,0,0,TRUE,76,316
1440372953248389,TRUE,,219,TRUE,,TRUE,30,150,TRUE,30,150,TRUE,30,150
1440827253202959,TRUE,42,,,TRUE,TRUE,42,300,TRUE,42,420,TRUE,42,350
1440925526526465,TRUE,114,635,,,TRUE,114,1929,TRUE,114,1929,TRUE,114,635
1440977699854581,FALSE,,,,,FALSE,0,0,FALSE,0,0,TRUE,60,300
1441042313181453,TRUE,135,703,,,TRUE,135,703,TRUE,135,2052,TRUE,135,2052
1441059903179694,TRUE,57,503,,,TRUE,57,503,TRUE,57,503,TRUE,57,503
